Order Name,Created at,Source Name,Total Discounts,Order Status,Total Product,Store,Carrier Status Code,Cancel Reason,Sales Program,Giới tính,Funnel,Category,Sub-category,Price,Subtotal Price
100643,7/1/2023,Zalo,0,prepared,1,37 Nguyễn Văn Huyên,prepared,,Đặt trước,Chị,,Áo (mùa hè),Áo dây,180000,180000
100656,7/1/2023,Facebook,0,cancel,1,Kho Online,cancel,Khách suy nghĩ thêm,,Chị,,Daily use,Blazer,450000,450000
100660,7/1/2023,Facebook,0,cancel,1,37 Nguyễn Văn Huyên,cancel,Trả góp không thành công,Đặt trước,Chị,,Daily use,Blazer,450000,450000
100676,7/1/2023,Facebook,0,cancel,1,Kho Online,cancel,Đơn hàng spam,,Chị,,Váy,Chân váy,310000,310000
100706,7/1/2023,Trực tiếp - Cửa hàng,300000,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Daily use,Blazer,450000,450000
100725,7/1/2023,Hotline,0,complete,1,27 Khâm Thiên,complete,,Đặt trước,Chị,,Daily use,Blazer,450000,450000
100728,7/1/2023,Hotline,0,prepared,1,37 Nguyễn Văn Huyên,prepared,,Đặt trước,Chị,,Áo (mùa hè),Áo phông,300000,300000
100735,7/1/2023,Trực tiếp - Cửa hàng,0,complete,1,89 Láng Hạ,complete,,Mua tại quầy,Chị,,Váy,Chân váy,310000,310000
100742,7/1/2023,Facebook,0,complete,1,Kho Online,complete,,Hãng vận chuyển,Chị,,Daily use,Blazer,450000,450000
100769,7/1/2023,Instagram,0,prepared,1,Kho Online,prepared,,Đặt trước,Chị,,Daily use,Blazer,450000,450000
100776,7/1/2023,Facebook,0,complete,1,Kho Online,complete,,Hãng vận chuyển,Chị,,Quần,Quần ống rộng,380000,380000
100788,7/1/2023,Facebook,299000,confirmed,1,KHO ĐƠN HÀNG,confirmed,,Hãng vận chuyển,Chị,,Váy,Chân váy,310000,310000
100805,7/1/2023,Facebook,0,complete,1,Kho Online,complete,,Hãng vận chuyển,Chị,,Váy,Chân váy,310000,310000
100810,7/1/2023,Hotline,0,prepared,1,37 Nguyễn Văn Huyên,prepared,,Đặt trước,Chị,,Áo (mùa hè),Áo phông,300000,300000
100811,7/1/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Quần,Quần ống rộng,380000,380000
100822,7/1/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Quần,Quần ống rộng,380000,380000
100836,7/1/2023,Facebook,0,complete,1,Kho Online,complete,,Đặt trước,Chị,,Quần,Quần ống rộng,380000,380000
100852,7/1/2023,Hotline,0,prepared,1,37 Nguyễn Văn Huyên,prepared,,Đặt trước,Chị,,Váy,Chân váy,310000,310000
100855,7/1/2023,Instagram,0,prepared,1,37 Nguyễn Văn Huyên,prepared,,Đặt trước,Chị,,Váy,Chân váy,310000,310000
100893,7/1/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Váy,Chân váy,310000,310000
102279,7/1/2023,Trực tiếp - Cửa hàng,0,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Daily use,Áo croptop sơ mi,280000,280000
103842,7/1/2023,Trực tiếp - Cửa hàng,0,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,Telesale,Quần,Quần ống rộng,380000,380000
105149,7/1/2023,Facebook,0,complete,1,Kho Online,complete,,Hãng vận chuyển,Chị,,Váy,Chân váy,310000,310000
102374,7/1/2023,Facebook,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Váy,Chân váy,310000,310000
102586,7/1/2023,Facebook,0,complete,1,Kho Online,complete,,Hãng vận chuyển,Chị,,Trang sức sự kiện,Thắt lưng đính đá,200000,200000
103227,7/1/2023,Facebook,0,confirmed,1,37 Nguyễn Văn Huyên,confirmed,,Đặt trước,Chị,,Quần,Quần jeans,370000,370000
103918,7/1/2023,Trực tiếp - Cửa hàng,0,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Váy,Chân váy,310000,310000
105230,7/1/2023,Facebook,0,complete,1,Kho Online,complete,,Hãng vận chuyển,Chị,,Quần,Quần jeans,370000,370000
105459,7/1/2023,Facebook,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Quần,Quần tây,420000,420000
101167,7/1/2023,Facebook,0,complete,1,37 Nguyễn Văn Huyên,complete,,Hãng vận chuyển,Chị,,Quần,Quần ống rộng,380000,380000
101168,7/1/2023,Zalo,0,prepared,1,37 Nguyễn Văn Huyên,prepared,,Đặt trước,Chị,,Quần,Quần ống rộng,380000,380000
101174,7/1/2023,Facebook,0,complete,1,37 Nguyễn Văn Huyên,complete,,Hãng vận chuyển,Chị,,Áo (mùa hè),Áo phông,300000,300000
101193,7/1/2023,Facebook,0,complete,1,Kho Online,complete,,Hãng vận chuyển,Chị,,Áo (mùa hè),Áo phông,300000,300000
101201,7/1/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Quần,Quần ống rộng,380000,380000
101203,7/1/2023,Facebook,0,complete,1,Kho Online,complete,,Hãng vận chuyển,Chị,,Quần,Quần ống rộng,380000,380000
101225,7/1/2023,Instagram,0,prepared,1,37 Nguyễn Văn Huyên,prepared,,Đặt trước,Chị,,Áo (mùa hè),Áo dây,180000,180000
101229,7/1/2023,Facebook,0,prepared,1,Kho Online,prepared,,Đặt trước,Chị,,Quần,Quần ống rộng,380000,380000
101240,7/1/2023,Hotline,0,confirmed,1,37 Nguyễn Văn Huyên,confirmed,,Đặt trước,Chị,,Quần,Quần jeans,370000,370000
101258,7/1/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Quần,Quần ống rộng,380000,380000
101281,7/1/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Quần,Quần jeans,370000,370000
101282,7/1/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Quần,Quần ống rộng,380000,380000
101308,7/1/2023,Facebook,0,complete,1,Kho Online,complete,,Hãng vận chuyển,Chị,,Quần,Quần ống rộng,380000,380000
101311,7/1/2023,Hotline,0,prepared,1,37 Nguyễn Văn Huyên,prepared,,Đặt trước,Anh,,Quần,Quần ống rộng,380000,380000
101328,7/1/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Quần,Quần ống rộng,380000,380000
101333,7/1/2023,Tik Tok,0,carrier_delivery,1,KHO ĐƠN HÀNG,carrier_delivery,,Hãng vận chuyển,Anh,,Daily use,Blazer,450000,450000
101359,7/1/2023,Hotline,0,confirmed,1,Kho Online,confirmed,,Đặt trước,Chị,,Áo (mùa hè),Áo dây,180000,180000
101365,7/1/2023,Hotline,0,confirmed,1,Kho Online,confirmed,,Đặt trước,Chị,,Daily use,Blazer,450000,450000
101374,7/1/2023,Facebook,0,prepared,1,Kho Online,prepared,,Đặt trước,Chị,,Áo (mùa hè),Áo dây,180000,180000
101380,7/1/2023,Facebook,0,complete,1,Kho Online,complete,,Hãng vận chuyển,Chị,,Quần,Quần tây,420000,420000
101417,7/1/2023,Facebook,0,complete,1,Kho Online,complete,,Hãng vận chuyển,Chị,,Daily use,Blazer,450000,450000
101433,7/1/2023,Facebook,0,complete,1,Kho Online,complete,,Hãng vận chuyển,Chị,,Daily use,Blazer,450000,450000
101453,7/1/2023,Facebook,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Áo (mùa hè),Áo phông,300000,300000
101462,7/1/2023,Facebook,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Daily use,Áo croptop sơ mi,280000,280000
100384,7/1/2023,Facebook,0,confirmed,1,KHO ĐƠN HÀNG,confirmed,,Hãng vận chuyển,Chị,,Quần,Quần jeans,370000,370000
100396,7/1/2023,Trực tiếp - Cửa hàng,0,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Daily use,Blazer,450000,450000
100414,7/1/2023,Zalo,0,confirmed,1,37 Nguyễn Văn Huyên,confirmed,,Đặt trước,Anh,,Quần,Quần tây,420000,420000
100415,7/1/2023,Zalo,0,confirmed,1,37 Nguyễn Văn Huyên,confirmed,,Đặt trước,Anh,,Áo (mùa hè),Áo dây,180000,180000
100421,7/1/2023,Trực tiếp - Cửa hàng,50000,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Anh,,Quần,Quần jeans,370000,370000
100171,7/1/2023,Facebook,0,confirmed,1,37 Nguyễn Văn Huyên,confirmed,,Đặt trước,Chị,,Daily use,Blazer,450000,450000
100180,7/1/2023,Trực tiếp - Cửa hàng,30000,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Quần,Quần jeans,370000,370000
100212,7/1/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Daily use,Blazer,450000,450000
100215,7/1/2023,Hotline,0,confirmed,1,37 Nguyễn Văn Huyên,confirmed,,Đặt trước,Chị,,Daily use,Blazer,450000,450000
100243,7/1/2023,Facebook,0,confirmed,1,37 Nguyễn Văn Huyên,confirmed,,Đặt trước,Chị,,Daily use,Blazer,450000,450000
100246,7/1/2023,Instagram,0,confirmed,1,37 Nguyễn Văn Huyên,confirmed,,Đặt trước,Chị,,Quần,Quần tây,420000,420000
100247,7/1/2023,Trực tiếp - Cửa hàng,0,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
100255,7/1/2023,Facebook,0,confirmed,1,37 Nguyễn Văn Huyên,confirmed,,Đặt trước,Anh,,Áo (mùa hè),Áo phông,300000,300000
100276,7/1/2023,Nguồn khác,0,confirmed,1,37 Nguyễn Văn Huyên,confirmed,,Đặt trước,Anh,,Áo (mùa hè),Áo dây,180000,180000
100281,7/1/2023,Trực tiếp - Cửa hàng,30000,complete,1,89 Láng Hạ,complete,,Mua tại quầy,Anh,,Daily use,Áo croptop sơ mi,280000,280000
103307,8/1/2023,Facebook,0,complete,1,Kho Online,complete,,Hãng vận chuyển,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
103335,8/1/2023,Instagram,0,complete,1,Kho Online,pending,,Hãng vận chuyển,Chị,,Áo (mùa hè),Áo dây,180000,180000
103341,8/1/2023,Facebook,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
103346,8/1/2023,Facebook,0,complete,1,Kho Online,complete,,Hãng vận chuyển,Chị,,Áo (mùa hè),Áo dây,180000,180000
103360,8/1/2023,Facebook,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
103423,8/1/2023,Trực tiếp - Cửa hàng,180000,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
103435,8/1/2023,Facebook,0,complete,1,37 Nguyễn Văn Huyên,complete,,Hãng vận chuyển,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
103455,8/1/2023,Trực tiếp - Cửa hàng,0,complete,1,89 Láng Hạ,complete,,Mua tại quầy,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
103463,8/1/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
103480,8/1/2023,Facebook,0,complete,1,Kho Online,complete,,Hãng vận chuyển,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
103487,8/1/2023,Trực tiếp - Cửa hàng,0,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Áo (mùa hè),Áo dây,180000,180000
103527,8/1/2023,Trực tiếp - Cửa hàng,130000,complete,1,89 Láng Hạ,complete,,Mua tại quầy,Chị,,Áo (mùa hè),Áo dây,180000,180000
103550,8/1/2023,Trực tiếp - Cửa hàng,0,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Quần,Quần jeans,370000,370000
103556,8/1/2023,Trực tiếp - Cửa hàng,0,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Quần,Quần tây,420000,420000
103566,8/1/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Anh,,Trang sức sự kiện,Túi đeo,250000,250000
103592,8/1/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
103606,8/1/2023,Trực tiếp - Cửa hàng,200000,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Daily use,Áo croptop sơ mi,280000,280000
103617,8/1/2023,Trực tiếp - Cửa hàng,50000,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
103643,8/1/2023,Facebook,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Áo (mùa hè),Áo dây,180000,180000
103644,8/1/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Daily use,Áo croptop sơ mi,280000,280000
103710,8/1/2023,Facebook,0,confirmed,1,37 Nguyễn Văn Huyên,confirmed,,Đặt trước,Chị,,Áo (mùa hè),Áo dây,180000,180000
103714,8/1/2023,Facebook,0,complete,1,Kho Online,complete,,Hãng vận chuyển,Chị,,Quần,Quần jeans,370000,370000
103746,8/1/2023,Zalo,0,complete,1,37 Nguyễn Văn Huyên,complete,,Tự vận chuyển,Chị,,Daily use,Áo croptop sơ mi,280000,280000
103755,8/1/2023,Facebook,0,complete,1,Kho Online,complete,,Hãng vận chuyển,Chị,,Quần,Quần tây,420000,420000
103756,8/1/2023,Facebook,0,cancel,1,Kho Online,cancel,Đơn trùng,,Chị,,Quần,Quần tây,420000,420000
103758,8/1/2023,Facebook,0,cancel,1,Kho Online,cancel,Đơn trùng,,Chị,,Quần,Quần jeans,370000,370000
103825,8/1/2023,Instagram,120000,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Áo (mùa hè),Áo dây,180000,180000
103832,8/1/2023,Trực tiếp - Cửa hàng,0,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Daily use,Áo croptop sơ mi,280000,280000
103865,8/1/2023,Instagram,34000,confirmed,1,KHO ĐƠN HÀNG,confirmed,,Hãng vận chuyển,Chị,,Áo (mùa hè),Áo dây,180000,180000
103903,8/1/2023,Instagram,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
103904,8/1/2023,Facebook,0,cancel,1,Kho Online,cancel,Khách suy nghĩ thêm,,Chị,,Quần,Quần jeans,370000,370000
103937,8/1/2023,Facebook,0,cancel,1,Kho Online,cancel,Đơn hàng spam,,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
103977,8/1/2023,Facebook,0,cancel,1,Kho Online,cancel,Hết hàng,,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
104006,8/1/2023,Instagram,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Áo (mùa hè),Áo phông,300000,300000
104013,8/1/2023,Facebook,0,cancel,1,Kho Online,cancel,Đơn trùng,,Chị,,Áo (mùa hè),Áo phông,300000,300000
104031,8/1/2023,Facebook,0,cancel,1,Kho Online,cancel,Đơn hàng spam,,Chị,,Quần,Quần tây,420000,420000
104052,8/1/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Quần,Quần jeans,370000,370000
104084,8/1/2023,Zalo,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
104099,8/1/2023,Facebook,0,cancel,1,Kho Online,cancel,Khách suy nghĩ thêm,,Chị,,Quần,Quần tây,420000,420000
104107,8/1/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Tự vận chuyển,Chị,,Quần,Quần jeans,370000,370000
104137,8/1/2023,Instagram,0,packing,1,Kho Online,packing,,Đặt trước,Chị,,Áo (mùa hè),Áo phông,300000,300000
104151,8/1/2023,Facebook,0,cancel,1,Kho Online,cancel,Khách suy nghĩ thêm,,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
104155,8/1/2023,Facebook,0,cancel,1,Kho Online,cancel,Khách suy nghĩ thêm,,Chị,,Áo (mùa hè),Áo dây,180000,180000
104162,8/1/2023,Facebook,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
104194,8/1/2023,Facebook,0,cancel,1,Kho Online,cancel,Khách suy nghĩ thêm,,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
104219,8/1/2023,Instagram,0,complete,1,37 Nguyễn Văn Huyên,complete,,Tự vận chuyển,Chị,,Áo (mùa hè),Áo dây,180000,180000
104229,8/1/2023,Facebook,0,cancel,1,Kho Online,cancel,Đơn hàng spam,,Chị,,Áo (mùa hè),Áo dây,180000,180000
104231,8/1/2023,Facebook,0,cancel,1,Kho Online,cancel,Khách suy nghĩ thêm,,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
102109,9/1/2023,Facebook,0,cancel,1,Kho Online,cancel,Khách suy nghĩ thêm,,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
102119,9/1/2023,Shopee,0,carrier_delivery,1,KHO ĐƠN HÀNG,carrier_delivery,,Hãng vận chuyển,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
102690,9/1/2023,Facebook,0,cancel,1,Kho Online,cancel,Đơn hàng spam,,Chị,,Áo (mùa hè),Áo dây,180000,180000
102695,9/1/2023,Facebook,0,cancel,1,Kho Online,cancel,Hết hàng,,Chị,,Quần,Quần jeans,370000,370000
102706,9/1/2023,Instagram,0,confirmed,1,37 Nguyễn Văn Huyên,confirmed,,Đặt trước,Chị,,Áo (mùa hè),Áo dây,180000,180000
102725,9/1/2023,Facebook,0,cancel,1,Kho Online,cancel,Tham khảo so sánh giá,,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
102761,9/1/2023,Instagram,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
102783,9/1/2023,Instagram,0,complete,1,Kho Online,complete,,Tự vận chuyển,Chị,,Áo (mùa hè),Áo dây,180000,180000
102833,9/1/2023,Facebook,0,cancel,1,Kho Online,cancel,Khách suy nghĩ thêm,,Chị,,Quần,Quần jeans,370000,370000
102855,9/1/2023,Trực tiếp - Cửa hàng,0,cancel,1,37 Nguyễn Văn Huyên,cancel,Hết hàng,Mua tại quầy,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
102890,9/1/2023,Facebook,30000,cancel,1,37 Nguyễn Văn Huyên,cancel,Trả góp không thành công,Đặt trước,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
102903,9/1/2023,Facebook,0,cancel,1,Kho Online,cancel,Đơn hàng spam,,Chị,,Quần,Quần jeans,370000,370000
102909,9/1/2023,Instagram,0,complete,1,KHO ĐƠN HÀNG,complete,,Hãng vận chuyển,Chị,,Daily use,Áo croptop sơ mi,280000,280000
102942,9/1/2023,Facebook,0,cancel,1,Kho Online,cancel,Khách suy nghĩ thêm,,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
102973,9/1/2023,Hotline,0,cancel,1,Kho Online,cancel,Khách không đến,Đặt trước,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
102975,9/1/2023,Instagram,0,complete,1,Kho Online,pending,,Hãng vận chuyển,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
102981,9/1/2023,Facebook,0,cancel,1,Kho Online,cancel,Không liên hệ được khách hàng,,Chị,,Quần,Quần tây,420000,420000
102983,9/1/2023,Zalo,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Trang sức sự kiện,Thắt lưng đính đá,200000,200000
102984,9/1/2023,Zalo,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Quần,Quần tây,420000,420000
103009,9/1/2023,Facebook,0,cancel,1,Kho Online,cancel,Không liên hệ được khách hàng,,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
103021,9/1/2023,Trực tiếp - Cửa hàng,40000,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
103023,9/1/2023,Instagram,0,cancel,1,Kho Online,cancel,Khách suy nghĩ thêm,,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
103040,9/1/2023,Hotline,0,cancel,1,37 Nguyễn Văn Huyên,cancel,Đã mua nơi khác,Đặt trước,Chị,,Áo (mùa hè),Áo dây,180000,180000
103047,9/1/2023,Facebook,0,confirmed,1,37 Nguyễn Văn Huyên,confirmed,,Tự vận chuyển,Chị,,Áo (mùa hè),Áo dây,180000,180000
103099,9/1/2023,Instagram,0,complete,1,37 Nguyễn Văn Huyên,complete,,Tự vận chuyển,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
103142,9/1/2023,Instagram,0,cancel,1,37 Nguyễn Văn Huyên,cancel,Hết hàng,,Chị,,Quần,Quần jeans,370000,370000
103165,9/1/2023,Instagram,0,cancel,1,Kho Online,cancel,Không liên hệ được khách hàng,,Chị,,Quần,Quần tây,420000,420000
103182,9/1/2023,Zalo,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
103186,9/1/2023,Facebook,0,confirmed,1,Kho Online,confirmed,,Đặt trước,Chị,,Trang sức sự kiện,Thắt lưng đính đá,200000,200000
103192,9/1/2023,Instagram,0,cancel,1,Kho Online,cancel,Khách suy nghĩ thêm,,Chị,,Daily use,Áo croptop sơ mi,280000,280000
103193,9/1/2023,Instagram,0,cancel,1,Kho Online,cancel,Khách suy nghĩ thêm,,Chị,,Áo (mùa hè),Áo dây,180000,180000
103201,9/1/2023,Facebook,0,cancel,1,37 Nguyễn Văn Huyên,cancel,Không liên hệ được khách hàng,Đặt trước,Chị,,Áo (mùa hè),Áo dây,180000,180000
103210,9/1/2023,Trực tiếp - Cửa hàng,0,prepared,1,37 Nguyễn Văn Huyên,prepared,,Đặt trước,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
103217,9/1/2023,Hotline,0,complete,1,37 Nguyễn Văn Huyên,complete,,Tự vận chuyển,Chị,,Quần,Quần jeans,370000,370000
101915,9/1/2023,Trực tiếp - Cửa hàng,0,complete,1,89 Láng Hạ,complete,,Mua tại quầy,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
102019,9/1/2023,Trực tiếp - Cửa hàng,0,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
102576,9/1/2023,Trực tiếp - Cửa hàng,0,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Quần,Quần tây,420000,420000
102637,9/1/2023,Trực tiếp - Cửa hàng,0,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Anh,,Áo (mùa hè),Áo dây,180000,180000
103093,9/1/2023,Trực tiếp - Cửa hàng,0,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Anh,,Trang sức sự kiện,Túi đeo,250000,250000
103579,9/1/2023,Trực tiếp - Cửa hàng,50000,complete,1,27 Khâm Thiên,complete,,Mua tại quầy,Chị,,Trang sức sự kiện,Túi đeo,250000,250000
103580,9/1/2023,Trực tiếp - Cửa hàng,0,complete,1,27 Khâm Thiên,complete,,Mua tại quầy,Chị,,Váy,Váy body,380000,380000
100436,9/1/2023,Trực tiếp - Cửa hàng,0,prepared,1,37 Nguyễn Văn Huyên,prepared,,Mua tại quầy,Chị,,Váy,Váy body,380000,380000
100437,9/1/2023,Zalo,0,complete,1,37 Nguyễn Văn Huyên,complete,,Đặt trước,Chị,,Áo (mùa hè),Áo dây,180000,180000
100451,9/1/2023,Trực tiếp - Cửa hàng,0,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Quần,Quần tây,420000,420000
100456,9/1/2023,Hotline,0,prepared,1,37 Nguyễn Văn Huyên,prepared,,Đặt trước,Chị,,Áo (mùa hè),Áo dây,180000,180000
100458,9/1/2023,Trực tiếp - Cửa hàng,0,complete,1,37 Nguyễn Văn Huyên,complete,,Mua tại quầy,Chị,,Áo (mùa hè),Áo dây,180000,180000
100463,9/1/2023,Instagram,0,cancel,1,Kho Online,cancel,Khách suy nghĩ thêm,,Chị,,Váy,Váy body,380000,380000
100476,9/1/2023,Instagram,0,cancel,1,Kho Online,cancel,Khách suy nghĩ thêm,,Chị,,Áo (mùa hè),Áo dây,180000,180000
100477,9/1/2023,Facebook,0,prepared,1,37 Nguyễn Văn Huyên,prepared,,Đặt trước,Chị,,Áo (mùa hè),Áo phông,300000,300000
100479,9/1/2023,Trực tiếp - Cửa hàng,0,complete,1,89 Láng Hạ,complete,,Mua tại quầy,Chị,,Váy,Váy body,380000,380000
100481,9/1/2023,Trực tiếp - Cửa hàng,0,complete,1,89 Láng Hạ,complete,,Mua tại quầy,Chị,,Váy,Váy body,380000,380000
100499,9/1/2023,Instagram,0,cancel,1,Kho Online,cancel,Khách suy nghĩ thêm,,Chị,,Daily use,Sơ mi dài,300000,300000
100512,9/1/2023,Instagram,0,cancel,1,37 Nguyễn Văn Huyên,cancel,Đơn trùng,,Chị,,Daily use,Sơ mi dài,300000,300000
100517,9/1/2023,Trực tiếp - Cửa hàng,0,complete,1,89 Láng Hạ,complete,,Mua tại quầy,Chị,,Áo (mùa hè),Áo dây,180000,180000
100532,9/1/2023,Instagram,0,cancel,1,Kho Online,cancel,Không liên hệ được khách hàng,,Chị,,Áo (mùa hè),Áo dây,180000,180000
100534,9/1/2023,Trực tiếp - Cửa hàng,0,confirmed,1,37 Nguyễn Văn Huyên,confirmed,,Mua tại quầy,Chị,,Trang sức sự kiện,Thắt lưng đính đá,200000,200000
100538,9/1/2023,Instagram,0,cancel,1,Kho Online,cancel,Không liên hệ được khách hàng,,Chị,,Daily use,Sơ mi dài,300000,300000
100544,9/1/2023,Hotline,0,prepared,1,37 Nguyễn Văn Huyên,prepared,,Đặt trước,Chị,,Áo (mùa hè),Áo dây,180000,180000
100545,9/1/2023,Instagram,0,cancel,1,Kho Online,cancel,Không liên hệ được khách hàng,,Chị,,Daily use,Sơ mi dài,300000,300000
100555,9/1/2023,Hotline,0,confirmed,1,Kho Online,confirmed,,Đặt trước,Chị,,Áo (mùa hè),Áo dây,180000,180000
100615,9/1/2023,Trực tiếp - Cửa hàng,200000,cancel,1,37 Nguyễn Văn Huyên,cancel,Đơn trùng,Mua tại quầy,Chị,,Quần,Quần tây,420000,420000
100619,9/1/2023,Trực tiếp - Cửa hàng,0,confirmed,1,37 Nguyễn Văn Huyên,confirmed,,Đặt trước,Chị,,Daily use,Sơ mi dài,300000,300000
104788,9/1/2023,Hotline,0,confirmed,1,37 Nguyễn Văn Huyên,confirmed,,Đặt trước,Chị,,Áo (mùa hè),Áo dây,180000,180000
100677,7/2/2023,Facebook,0,cancel,1,37 Nguyễn Văn Huyên,cancel,Đơn trùng,Đặt trước,Chị,,Daily use,Sơ mi dài,300000,300000
100682,7/2/2023,Hotline,0,complete,1,27 Khâm Thiên,complete,,Đặt trước,Chị,,Quần,Quần tây,420000,420000
